"GUID","Sub-Services","Description","Name","To Date","From Date","Program Field","Source","Status","Programx","PROPOUx","Processes","Output","Program Field Type","Service Level Description","Service Type"
"SV75.9",,,"Electricity Network Infrastructure Lifecycle Management",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV76",,"A public service provided to the victims of crime to determine the suspected criminal and the nature of the crime in support of court proceedings.","Criminal Investigation",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV76.1",,,"Crime Scene Analysis",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV76.2",,,"Forensic Analysis",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV76.3",,,"Surveillance",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV76.4",,,"Interrogating",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV77",,"A public service provided to provincial offence violators offering prosecution of offences coming with the jurisdiction of the Provincial Offences Act and to collect the resulting fines.","Provincial Offences Act Enforcement",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV77.1",,"A public service provided to provincial offence violators offering resolution of provincial offences act disputes.","Provincial Offences Act Dispute Resolution",,02/22/10,,"KPMG","Active",,"SVPR413, SVPR414, SVPR415",,,,,"Public"
"SV77.2",,"A public service provided to provincial offence violators offering collection of default fines.","Provincial Offences Act Default Fine Collection",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV77.3",,"An internal service provided to the provincial offences act courts offering coordination of cases.","Provincial Offences Act Court Case Coordination",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV78",,"A public service provided to library users offering access to a library facility and its collection of material for personal use.","Library",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV78.1",,"A public service provided to library collection users by offering access to the various library collections for their personal / professional business needs.","Library Material Circulation and Management",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV78.2",,"A public service provided to those individuals who may have a special learning need (i.e. infants) by offering specialized learning experiences.","Library Programming",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV78.3",,"A public service provided to literacy students offering training in speaking, reading and writing languages.","Literacy Training & Education",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV78.4",,"A public service provided to library facility users offering access to the library for various purposes, including meetings, seminars, etc.","Library Facility Access",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV79",,"An internal service that guides the Corporation in the strategic direction for growth and program/service delivery.","Corporate Leadership",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV79.1",,"An internal service provided to the corporation offering a plan that sets out the vision, mission and core values of the municipality in the short- and long-term.","Strategic Planning",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV79.2",,"An internal service provided to the corporation offering resolution of issues that may arise from time to time.","Issue Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV79.3",,"An internal service provided to the corporation offering the design and/or restructuring of the organization to meet changing needs.","Organizational Design",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV79.4",,"An internal service provided to the corporation offering support to affiliated agencies, boards and commissions of the municipality.","Agency, Board & Commission Governance & Relationship Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV79.5",,"An internal service provided to the corporation offering formal registration of individuals and businesses who may lobby the municipality to offer their services, or advocate a particular direction.","Lobbyist Registration",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV79.6",,"An internal service provided to the corporation offering oversight and management of transformation initiatives.","Change Initiative Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV80",,"An internal service provided to the corporation offering alignment of programs and services offered by the municipality with the strategic directions of the corporation.","Program and Service Planning and Monitoring",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV80.1",,"An internal service provided to the corporation offering alignment of programs offered by the municipality with the strategic directions of the corporation.","Program Planning",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV80.2",,"An internal service provided to the corporation offering alignment of services offered by the municipality with the strategic directions of the corporation.","Service Planning",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV80.3",,"An internal service provided to the corporation offering measurement and monitoring of program and service performance.","Program & Service Performance Measurement & Monitoring",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV81",,"An internal service provided to the corporation offering monitoring of financial processes and systems in the corporation, the compliance of the corporation with its policies, procedures and standards, and the value for money in delivery of services to the public and internally.","Internal Auditing",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV81.1",,"An internal service provided to the corporation offering monitoring of risks associated with the delivery of services to the public and internally.","Risk Assessment",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV81.2",,"An internal service provided to the corporation offering monitoring of  the value for money in delivery of services to the public and internally.","Value for Money Auditing",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV81.3",,"An internal service provided to the corporation offering monitoring of financial processes and systems in the corporation in delivery of services to the public and internally.","Financial Auditing",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV81.4",,"An internal service provided to the corporation offering monitoring of the manner in which the municipality delivers its services to the public and internally.","Operational Auditing",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV81.5",,"An internal service provided to the corporation offering monitoring of the compliance of the corporation with its policies, procedures and standards in delivery of services to the public and internally.","Compliance Auditing",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV81.6",,"An internal service provided to the corporation offering monitoring of peculiar circumstances that may violate the ethics of the corporation in delivery of services to the public and internally.","Forensic Investigation",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV82",,"An internal service provided to public service providers offering integration of public facing processes in support of improved service delivery.","Integrated Delivery",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV82.1",,"An internal service provided to emergency service providers offering integrated call taking in support of emergency service providers / first responder agencies.",911,,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV82.2",,"An internal service provided to community service providers offering call taking and referral of inquiries about available community services.",211,,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV82.3",,"An internal service provided to public service providers offering a single point of contact by the public in accessing a service, in supporting public facing processes, and in fulfilling a service request.",311,,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV82.4",,"An internal service provided to the corporation offering interpretation and translation of program and service information.","Interpretation and Translation",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV83",,"An internal service that mitigates the risk to the Corporation posed by the delivery of services.","Risk Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV83.1",,,"Corporate Risk Assessment",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV83.2",,,"Insurance Policy Negotiation and Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV83.3",,,"Insurance Claim Receipt & Submission",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV83.4",,,"Insurance Claim Settlement",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV84",,"An internal service provided to the Corporation providing secretarial / clerical support to the administration of departments, agencies, boards and commissions, and to Council.","Council and Administrative Support",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV84.1",,,"Council and Committee Meeting Support",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV84.2",,,"Mayor and Councillor Support",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV84.3",,,"Correspondence Intake and Response",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV85",,"An internal service that provides support to the Corporation through the exercise of skills by or under the supervision of legally trained and qualified staff.","Legal Support",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV85.1",,,"Council and Committees of Council Advisory",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV85.2",,,"Corporate Advisory",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV85.3",,,"By-Law Preparation",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV85.4",,,"Civil Litigation Negotiation & Support",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV85.5",,,"Prosecution",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV85.6",,,"Legal Agreement Preparation",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV85.7",,,"Legal Interpretation",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV86",,"An internal service that drafts and enacts policies governing the services delivered by ﾓMy Municipalityﾔ (public policy) and how ﾓMy Municipalityﾔ operates in the delivery of its services (corporate policy).","Policy Development",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV86.1",,,"Public Policy Development",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV86.2",,,"Corporate Policy Development",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV86.3",,,"Intergovernmental Policy Development",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV87",,"An internal service that prepares and legally binds parties to an agreement to govern the purchase of products and/or services.","Contract / Agreement Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV88",,"An internal service provided to the Corporation offering communication to the public and all parties that work for or with ﾓMy Municipalityﾔ.","Corporate Communications",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV88.1",,,"Communication Planning",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV88.2",,,"Communication Branding / Image Development",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV88.3",,,"Media / Public Relations",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV88.4",,,"Internal Communications",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV88.5",,,"External Communications",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV89",,"An internal service provided to the corporation offering emergency and/or disaster recovery planning, coordination, temporary shelter, and monitoring.","Emergency / Disaster Recovery",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV89.1",,,"Emergency / Disaster Recovery Planning",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV89.2",,,"Emergency / Disaster Recovery Coordination",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV89.3",,,"Emergency Shelter Accommodation",,02/22/10,,"KPMG","Active",,,,,,,"Public"
"SV90",,"An internal service provided to the corporation offering budget preparation and monitoring, accounting, investment / debt management, and grant / subsidy management.","Financial Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV90.1",,"An internal service provided to the corporation offering prioritization and allocation of resources in support of programs and services to be delivered in a given fiscal period.","Financial Planning and Budgeting",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV90.2",,"An internal service provided to the corporation offering investments opportunities which may include: money market funds, bond funds, sinking funds, pension funds, trust funds, city owned subsidiaries, debt.","Investment / Debt Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV90.3",,"An internal service that accounts for revenues and expenditures by an approved budget account.","Accounting",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV90.4",,"An internal service provided to the Corporation offering support, accounting and reporting of grants / subsidies offered by ﾓMy Municipalityﾔ to external service providers, and grants and subsidies received from other governments and organizations.","Grants / Subsidies Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV91",,"An internal service provided to property owners offering fair, equitable valuation of property for taxation purposes.","Property Valuation",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV91.1",,,"Market Value Assessment",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV91.2",,,"Property Income Assessment",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV91.3",,,"Complex Property Valuation",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV92",,"A public service provided to property owners offering property tax collection for municipal services without fees.","Property Tax Billing and Collection",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV92.1",,,"Property Tax Assessment Roll Reconciliation",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV92.2",,,"Property Tax Assessment Appeal Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV92.3",,,"Property Tax Account Creation and Maintenance",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV92.4",,,"Property Tax Rate Determination",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV92.5",,,"Property Tax Billing",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV92.6",,,"Property Tax Collection",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV93",,"An internal service provided to the corporation offering support in the hiring of employees and growth in their development.","Human Resource Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV93.1",,"An internal service providing support to the corporation in the qualification and selection of human resources.","Human Resource Recruitment Support",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV93.2",,"An internal service provided to the Corporation offering employees training and development in support of increased productivity and career and personal development of employees...","Employee Learning and Development",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV93.3",,,"Payroll",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV93.4",,"An internal service provided to the corporation and employees offering support in maintaining employee-employer relationships to resolve problems which arise out of the workplace or that affect it, and working with employees to resolve any professional and/or personal issues that may be implicating their productivity.","Employee and Labour Relations",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV93.5",,"An internal service provided to the corporation offering compensation packages comprised of position wage rates and benefits, and paying the employee in accordance with the compensation package.","Compensation and Benefits Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV93.6",,"An internal service provided to the corporation and employees offering a healthy, well and a safe environment.","Workplace Health, Wellness and Safety",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV94",,"An internal service provided to the corporation offering purchasing and control of acquired goods and services.","Materiel Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV94.1",,"An internal service provided to the corporation offering assistance in the preparation of requests for proposal, request for tender, and requests for quotation, management of vendor contracts and the issuance of purchase orders.","Purchasing",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV94.2",,,"Inventory Control / Stores",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV94.3",,"An internal service provided to the corporation offering management of fuel for consumption by fleet and equipment.","Fuel Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV95",,"An internal service provided to the corporation offering engineering expertise to design and construction new infrastructure and/or facility projects.","Engineering Design and Construction",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV95.1",,"An internal service provided to the corporation offering expertise in conducting an environmental assessment of a prospective site to be used for program and service delivery.","Environmental Assessment Analysis",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV95.2",,"An internal service provided to the corporation offering expertise in surveying prospective sites for survey boundaries, soil conditions, etc.","Land & Site Surveying",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV95.3",,"An internal service provided to the corporation offering expertise in the preliminary and schematic design of prospective infrastructure and/or facilities.","Preliminary / Schematic Design",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV95.4",,"An internal service provided to the corporation offering expertise in the detailed design of prospective infrastructure and/or facilities.","Detailed Design",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV95.5",,"An internal service provide to the corporation offering oversight of construction contracts to ensure compliance with the terms and conditions of the agreement.","Construction Contract Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV95.6",,"An internal service provided to the corporation offering expertise in monitoring construction projects including the use / disposition of materials required to support the construction effort.","Construction Site Inspection & Progress Payment Approval",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV95.7",,"An internal service provided to the corporation offering sign off on a proposed construction project for infrastructure and / or facilities prior to turning the asset over for program / service delivery.","Asset Commissioning",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV95.8",,"An internal service provided to the corporation offering monitoring of terms and conditions associated with the warranty of a product or constructed asset.","Asset Warranty Monitoring",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV96",,"An internal service that determines the acquisition needs for vehicles and equipment, maintains the vehicles and equipment and disposes of vehicles and equipment.","Fleet Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV96.1",,,"Vehicle & Equipment Acquisition",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV96.2",,,"Vehicle & Equipment Maintenance",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV96.3",,,"Fleet & Equipment Operator Training & Certification",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV96.4",,,"Vehicle & Equipment Disposal",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV96.5",,,"Vehicle & Equipment Asset Lifecycle Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV97",,"An internal service that supports the Corporation by providing a well maintained building to deliver programs and services.","Facility Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV97.1",,,"Facility Design & Construction",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV97.2",,,"Custodial Care",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV97.3",,,"Facility Operations & Maintenance",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV97.4",,,"Facility Energy Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV97.5",,,"Facility Security & Safety Access",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV97.6",,,"Facility Asset Lifecycle Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV98",,"An internal service provided to the corporation offering support in the management of the real estate portfolio by acquiring land, and managing property rights owned properties, disposing of lands deemed surplus to the needs of ﾓMy Municipalityﾔ.","Real Property Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV98.1",,,"Real Property Appraisal",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV98.2",,,"Real Property Acquisition & Sale",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV98.3",,"An internal service provided to the corporation offering access to property owned by other title holders for municipal use, or provision of municipally owned property for third party / public use.","Real Property Lease Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV98.4",,,"Real Property Remediation",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV99",,"An internal service provided to the corporation offering management of information, records, and information technology solutions.","Information and Information Technology Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV99.1",,"A public service provided to information requesters offering access to public information under the Municipal Freedom of Information and Protection of Privacy Act, and Personal Health Information Protection Act, and the Municipal Act.","Information Access",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV99.2",,"An internal service provided to the corporation offering the modeling, integration, and stewardship of corporate information, designing forms, managing the lifecycle management of records, managing documents, and providing print, courier and mail distribution services.","Records and Information Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV99.3",,"An internal service provided to the corporation to ensure that business processes and overall needs are supported with the right Information Technology solutions. Involves researching, evaluating, recommending, implementing and supporting technology applications.","Business Solutions Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV99.4",,"An internal service provided to the corporation for the hosting of applications and technology services (e.g. e-mail, voice mail, telephone, data network, etc.), ensuring availability, capacity, performance, continuity, recovery, security and asset management.","Information Technology Infrastructure Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV99.5",,"An internal service provided to the corporation offering analysis (requirements definition) and development of business solutions.","Business Solution Analysis and Development",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV99.6",,"An internal service provided to the corporation offering maintenance of operational application systems.","Application Maintenance",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV99.7",,"An internal service provided to the corporation offering training to intended business users in the use of business solutions.","Business Solution User Training",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV99.8",,"An internal service provided to the corporation offering functional support of business solutions.","Business Solution Functional Support",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
"SV99.9",,"An internal service provided to the corporation for the hosting of applications and technology services (e.g. e-mail, voice mail, telephone, data network, etc.), ensuring availability, capacity, performance, continuity, recovery, security and asset management.","Information Technology Infrastructure Management",,02/22/10,,"KPMG","Active",,,,,,,"Internal"
